username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
1lolamarina,"FIERCE nature DEFENDER! Born in a hospital by the sea, #oceanexplorer #sailor #worldtraveler #teacher in Mexico & CT & @NSF  #citizenscience @UNAM_MX alumna","New Jersey, PUERTO RICO",9949,13574,112112,2012-12-22 00:11:41,2020-11-13 15:25:11,1984,"My mom survived WWII, Nazis, Soviets, cancer + more with grit &amp; a force of will I've seen nowhere else. I'm brokenhearted she died yesterday of #COVID19. She fought to the end. Deepest thanks to all who prayed for her recovery and to ease her passage. Here's her story via @NatGeo https://t.co/vFY5Tk2B4V",[]
nitl_app,"News in three lines 💬
Be part of #NITL,  a community that wants to make a change through #sociallyconscious #news. Available on #Android and #iOS📲",Global,770,392,1187,2020-07-11 09:31:01,2020-11-13 15:25:11,0,"🔹Do you know what #Diwali is?
🔹Are you going to celebrate it?
🔹Do you know the consequences #Diwali2020 can have? 👇🏽

#DiwaliCelebration2020 #COVID19 #coronavirus #COVID__19 @Grtitude @DiwaliLondon @MasterThe_Film @CafeDiwali @DiwaliFest @DiwaliTS
https://t.co/hHTI6sI5pL","[{'text': 'Diwali', 'indices': [18, 25]}, {'text': 'Diwali2020', 'indices': [92, 103]}, {'text': 'DiwaliCelebration2020', 'indices': [118, 140]}, {'text': 'COVID19', 'indices': [141, 149]}, {'text': 'coronavirus', 'indices': [150, 162]}, {'text': 'COVID__19', 'indices': [163, 173]}]"
juliedest53,Retired - Director of Transportion,,222,201,9009,2016-06-10 15:48:51,2020-11-13 15:25:11,1073,"“Only 55 people attended the Aug. 7 reception at the Big Moose Inn. But 1 of those guests arrived w/ a coronavirus infection. Over the next 38 days, the virus spread to 176 other people. 7 of them died. 

None who lost their lives had attended the party.” https://t.co/dmebCTkB7p",[]
MazzaMechanical,"From design, through construction, to start up and preventative maintenance, MAZZA is the HVAC partner you need for solutions tailored to your unique needs.","Olean, Buffalo, Jamestown, NY",29,5,10,2020-10-06 15:30:00,2020-11-13 15:25:11,0,"Did you know ceiling height, occupancy &amp; windows can effect your air change per hour &amp; impact your indoor air quality? Working with a competent professional is critical to properly calculating your ACH &amp; getting the right recommendations for your space. https://t.co/4c6nJRfpDt",[]
bjkibz,Stockton University Class of 2020;  Aspiring paleontologist that picked a bad year to finish undergrad,,309,158,17705,2015-07-08 22:59:22,2020-11-13 15:25:11,2174,"Since the morning of Election Day, more Americans have died of #COVID19 (11,142) than the presidential vote margin in Arizona (11,034).

The fact that Trump is obsessed with the second number instead of the first one explains why he isn't getting a second term.","[{'text': 'COVID19', 'indices': [78, 86]}]"
fusiontimelord,I make dumb shitposts and bad tweets for a small group of friends both online and IRL.,Southern Ontario,384,124,8191,2010-12-22 18:27:11,2020-11-13 15:25:11,9,"One of the reasons I’ve been loud about how dangerous it is to run wrestling right now is stories like this, where 176 COVID-19 infections and seven deaths came out of a 55 person wedding. https://t.co/CwEhaaQSKU",[]
LexKYEM,"Lexington, KY's Div. of Emergency Management. This site is not monitored 24/7. In case of an emergency, dial 9-1-1. Comment policy: https://t.co/klQnxiu0jr","Lexington, Kentucky",382,6945,15502,2010-12-04 03:09:32,2020-11-13 15:25:11,3,Hospitals in Lexington have announced visitor restrictions in response to the increasing community spread of COVID-19.  https://t.co/y6pAA3a43G,[]
colfzera_,"communist copyeditor/proofreader
(permaculture farmer in training)",,203,81,3811,2010-11-23 00:41:51,2020-11-13 15:25:11,2,Disappointing: The @EN_Parliament revision of the #InvestEU programme to help with consequences of COVID-19 is not in line with the Green Deal &amp; the EU's climate commitments. The climate ambition is even lower than the EP position in 2019! I will no doubt vote against!  ❌,[]
yumilovego,"♥sometimes in France, sometimes in Japan, and Singapore. Love good food and travel♥ 旅の美味しいとかよかったもの・こと…そして日常の独り言など。","Singapore, côte d'Azure, Japan",348,183,3643,2010-01-11 05:02:11,2020-11-13 15:25:11,0,"Covid-19: Hugh Grant panicked, sprayed Chanel perfume in face after losing sense of smell (VIDEO) https://t.co/1q8stp9SwF",[]
RanjeetaPatel4,"Assistant Professor(II), KIIT University(Deemed to be)",Bhubaneswar,54,50,2773,2018-12-22 05:59:39,2020-11-13 15:25:11,125,"In a bid to evaluate the awareness amongst tribal and rural communities on Covid-19, KISS Foundation in collaboration with the @USAndHyderabad launched an interview-based assessment in Rayagada and Gudari blocks. https://t.co/5yTJNUxlAj",[]
Aseret_ArkAtlas,"Old SchoolGamer girl.. Played Forever... Love Sandbox games, tactics and strategy.  Lots of Pets and lover of my life - Chewy:)  Ark since 2015 & Atlas2018",Magic Bend Oregon,26,9,227,2020-08-29 20:25:39,2020-11-13 15:25:11,3132,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
ProgressiveLone,https://t.co/s0cjUt9WaD,,226,96,5321,2020-03-08 18:37:50,2020-11-13 15:25:10,1477,"As politically partisan a speech as I’ve ever seen from a justice: arrogant , tendentious, and sloppy.  Alito condemned COVID-19 restrictions, marriage equality, abortion rights, and five sitting Democratic senators.  https://t.co/5Z3Z51Iu0X",[]
Oldlady12345,"Just an Old lady on a farm, Wife, Mother, & American","Fitchburg, WI",363,5508,2204657,2012-09-20 03:25:51,2020-11-13 15:25:10,64,Hospitals around the country are running out of beds in their intensive care units due to the uptick in COVID-19 cases. https://t.co/T7LHcaR1Su,[]
KenSmith,"Voices interest me, and clues about the silent ones.","South Bend, Indiana",4901,1394,20155,2007-12-23 18:17:20,2020-11-13 15:25:10,68,COVID-19 is a harsh but accurate #systemsthinking teacher. A thread.,"[{'text': 'systemsthinking', 'indices': [48, 64]}]"
ButThatonedude,,bread factory Inc. ,2023,334,57991,2017-03-01 00:02:10,2020-11-13 15:25:10,20316,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
PCRSUK,Primary Care Respiratory Society (PCRS) is the UK-wide professional society supporting primary care to deliver high value patient centred respiratory care.,"#respiratoryleaders, #pcrs2020",2083,6009,5036,2011-10-26 10:09:09,2020-11-13 15:25:10,0,"You can now watch our COVID-19 learning webinars back at your leisure. 

The webinars cover information and advice on the current pandemic, how it affects your practice and how you can manage patients in the face of COVID-19

Links to the videos here: https://t.co/mMTDVEgK3Y https://t.co/gb2q3CAm8I",[]
flaco1899,@realmadrid @eagles @nyknicks,NJ/NY,381,476,21942,2019-06-26 18:49:09,2020-11-13 15:25:10,3937,The scientists who developed the Pfizer/BioNTech Covid-19 vaccine are a Turkish-German power couple https://t.co/twDtI8aYuf https://t.co/VuJfCKtb8E,[]
AnnaRuspa,Italian -American MD,,252,49,23648,2020-01-31 13:24:52,2020-11-13 15:25:10,20316,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
cmchoicepp,"CHOICE (초이스) 💚

@official_ACE7 🌧️






         she/her Born:1997",,994,683,36509,2017-05-06 19:42:38,2020-11-13 15:25:10,329,"#CHOICE❤️ Your Favorite Boys @official_ACE7 will meet you at the #DEARTMRW stage!
Get ready and follow @kampglobal
👉https://t.co/QFLD1UaIYZ
All proceeds go to #COVID19 aid and relief efforts.

G-STAR KAMP 2020 #DearTomorrow #FromHome #ACE #에이스 #초이스 https://t.co/eV13IQvGcM","[{'text': 'CHOICE', 'indices': [17, 24]}, {'text': 'DEARTMRW', 'indices': [82, 91]}]"
captainholttt,they/them,,104,1,73,2019-05-23 10:54:50,2020-11-13 15:25:10,20316,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
UncleDomoleek,lotta things I should care about but I don’t. I have a podcast you should go listen https://t.co/vVDUXtvFm9. Cashapp $dommy89,Jerzey born ,191,140,19925,2020-01-07 21:53:11,2020-11-13 15:25:10,108,"""If changes are not made...to mitigate the spread of COVID-19, the city is on track to lose 1,000 more Chicagoans by the end of the year or even more.""

Chicago has issued a stay-at-home advisory and new restrictions as COVID-19 cases surge.

https://t.co/ghR791Dp5g",[]
clkerst,farewell and adieu to you fair Spanish ladies,"Indianapolis, IN",1367,112,12115,2009-04-15 06:14:55,2020-11-13 15:25:10,0,"@toddrew @kylegriffin1 @elonmusk Just tacking on a couple articles about false positives and negatives. False negatives are fairly common, false positives are rare. Elon likely has Covid, but it’s *possible* he doesn’t and there was contamination in the false positive tests

https://t.co/ei2NMGuzdi",[]
WHHNHS,"Providers of high quality, safe NHS healthcare | Tweets by the Communications Team.",Warrington and Runcorn,368,12078,8571,2009-03-26 12:55:23,2020-11-13 15:25:10,0,"Help us, to help you:
♦️Stay at home as much as possible
♦️Limit contact with other people
♦️Keep a safe distance if you go out
♦️Wash your hands regularly
♦️Wear a face covering on public transport
♦️Do not leave home if you or anyone in your household has symptoms
#NHS #COVID19 https://t.co/TvKfiBiGJ9","[{'text': 'NHS', 'indices': [267, 271]}, {'text': 'COVID19', 'indices': [272, 280]}]"
AhmedTugayKaya1,International Business student at @HAAGAHELIAamk.,"Helsinki, Finland",290,61,2659,2018-11-20 20:22:25,2020-11-13 15:25:10,17,"Mustafa Kabakçıoğlu was put into solitary confinement in Gümüşhane Prison with the pretext that he had #COVID19. It turned out that he wasn't infected but he lost his life in that cell in very poor and neglected conditions.

@insanhaklari @ihd_genelmerkez @amnesty @aforgutu @hrw https://t.co/bWSCFyyWpO","[{'text': 'COVID19', 'indices': [124, 132]}]"
ddubbs94,Crypto 🔥🔥 $BTC $ETH HODL,"Virginia, USA",140,50,1880,2014-02-16 23:02:20,2020-11-13 15:25:10,49,"COVID-19 shut downs are a sham
8.9 ppl in 1000 in U.S. were likely to die in 2020 (trendline mortality rate)
With Covid, mortality rate likely to be 9.4 ppl in 1000 (rate varies by demographic)
Thus, Covid added one in 500 ppl more deaths
For this we shut down the country????",[]
JubileeUSA,"Building an economy that serves, protects and promotes participation of the most vulnerable. Working on #debt #tax #trade policies for the #CommonGood.","Washington, DC",623,1884,19683,2009-12-16 19:25:05,2020-11-13 15:25:10,1,"""The effects of the crisis will be more long lasting in developing countries than in advanced economies. Measures must be put in place to evaluate debt sustainability and cancel debt payments,"" @Eric_LeCompte addressing the #UN on #COVID19 recovery. https://t.co/JIpUya4PXr","[{'text': 'UN', 'indices': [224, 227]}, {'text': 'COVID19', 'indices': [231, 239]}]"
OlivierByrne,Il vaut mieux Twitter même s'il ne se passe rien que de risquer qu'il se passe quelque chose de pire en ne Twittant pas,,875,423,22898,2018-11-22 17:42:35,2020-11-13 15:25:10,0,"@BenarrosMarie @valerieboyer13 @Jeanne18945095 @raoult_didier Amen !
https://t.co/jOLlBLSQnw",[]
JaneJ1313,I want the facts to be clearer in media. Love birds and sushi.,"Seattle, WA",177,193,4697,2015-11-10 23:11:57,2020-11-13 15:25:10,0,Lockdowns Considered as U.S. Virus Cases Shatter Records Daily https://t.co/yGwOd59TL4 https://t.co/JX0hiC4ijD,[]
sealkids,"SEALKIDS, through its programs, supports the children of Naval Special Warfare—everyday kids living in extraordinary circumstances.",,257,72,453,2018-11-16 16:12:12,2020-11-13 15:25:09,0,"Based on Ohio’s growing number of COVID-19 cases and Governor DeWine’s most recent recommendations, the 2020 Columbus Salute to SEALKIDS has been postponed to April 29th, 2021. Please mark your calendar and plan to join us next year at the Athletic Club of Columbus! https://t.co/ep5z4mPlA1",[]
wholetruthy,"may the road rise to meet you ,may the wind be ever at your back, may the sun shine warm upon your face and the rains fall softly upon your fields",on your mind,5001,1415,150260,2008-07-30 21:26:58,2020-11-13 15:25:09,1,"The media lies, communists suck shit, global warming and covid 19 dangers are over blown , there is no vote integrity , BLM / Anitfa are terrorists, Biden is a senile corrupt hack  .....We as a nation are being raped  up the ass....bend over and enjoy 👀 https://t.co/D5ZRFcUjK8",[]
latimes,Bringing L.A. to the world and the world to L.A. Subscribe now: https://t.co/KW9cHofnW4,"El Segundo, CA",6982,3748152,317569,2008-10-09 11:07:42,2020-11-13 15:25:09,4,One of L.A.'s most important art exhibitions is stuck in COVID-19 limbo https://t.co/Ydkv66MrFF,[]
SouzaEluam,UM TWITTER ALEATÓRIO(🏡)RETWEET,WORLD,166,415,263174,2017-08-15 23:22:24,2020-11-13 15:25:09,9,"📈🦠 #NewDelhi's #COVID19 deaths rose by a record high on Thursday and it also reported the highest number of infections in #India 🇮🇳 

As @ColeStangler reports, the worrying increase in cases comes ahead of the major #Diwali festival ⤵️ https://t.co/PbVSpr0mMg","[{'text': 'NewDelhi', 'indices': [20, 29]}, {'text': 'COVID19', 'indices': [32, 40]}]"
amybrathwaite,"Photographer. Storyteller. Connector. 

Communicating your stories, with heart.",Canada ,425,357,2388,2011-09-16 19:36:28,2020-11-13 15:25:09,2,"I know you don't want to hear this Ontario, but lockdown is our way out of this COVID-19 surge. Fumbling towards illness &amp; deaths will eviscerate our economy &amp; society. It's not $ vs people. Our adversary is the virus.

Masks, hand hygiene &amp; stay home if you can.

We know this.",[]
WomensCentreGFW,Serving Central West NL. Supporting women who wish to take control and better the quality of their lives. Empowerment. Equality. Connection.,"Grand Falls-Windsor, NL",330,149,276,2020-02-03 14:33:55,2020-11-13 15:25:09,4,"It's the #volunteering spark within you that gives people around you hope 💙

#WorldKindnessDay gives you an opportunity to show solidarity &amp; prove how small acts of kindness can go a long way during the #COVID19 pandemic. https://t.co/lzemt8bMcS","[{'text': 'volunteering', 'indices': [27, 40]}, {'text': 'WorldKindnessDay', 'indices': [95, 112]}]"
IFESDisability,@IFES1987 Disability Rights promotes participation of all persons with disabilities in the electoral process as advocates and leaders. Retweet ≠ endorsement.,"Washington, DC",330,1369,5824,2014-01-09 18:11:55,2020-11-13 15:25:09,0,#FF How have we been adapting our disability rights programming during  #COVID19 to ensure inclusion of all people in political life? Follow @IFES1987 and @IFESTunisia to learn more about innovative inclusion programming during #COVID19.  #COVIDxDemocracy https://t.co/vKqs1M0pgJ,"[{'text': 'FF', 'indices': [0, 3]}, {'text': 'COVID19', 'indices': [72, 80]}, {'text': 'COVID19', 'indices': [228, 236]}, {'text': 'COVIDxDemocracy', 'indices': [239, 255]}]"
NAFCUServices,NAFCU Services partners with leading providers to offer educational resources and innovative solutions for credit union growth & productivity. #CUPreferred,"Arlington, VA",3065,2945,6416,2009-09-11 18:52:07,2020-11-13 15:25:09,0,"Ajay Banga, @MastercardNews CEO of 10 years, promises no layoffs during the pandemic. #CUPartnerNews #Leadership #COVID
https://t.co/CoFdGS8lFC https://t.co/dP23TQyX9X","[{'text': 'CUPartnerNews', 'indices': [86, 100]}, {'text': 'Leadership', 'indices': [101, 112]}, {'text': 'COVID', 'indices': [113, 119]}]"
Thunderbirds511,"Thunderbird is a Mutant with super-strength, invulnerability, etc Commentary acct. #FriendsResist #heroesresist
#MutantsResist #RESISTANCE #Z30","Minnesota, USA",14589,13499,72774,2017-02-08 18:03:04,2020-11-13 15:25:09,3,"I was listening to @NPR &amp; a guest said about the deaths from #COVID19 - 🦠 

It’s like 3-4 planes crash &amp; all passengers die, not once but every 👏🏼 Single 👏🏽Day 👏🏿 for 👏🏻 months.

45 says nothing. 

How many plane crashes will it take to get him &amp; magas to get it? 
#ONEV1 https://t.co/QF3HtXdqBb","[{'text': 'COVID19', 'indices': [86, 94]}]"
001Legendary,"Tall || Unilorite || Hausa & Yoruba || AAT🤝 || ACA in view😊 || FIFA🎮 || Visca Barça 💙❤ || Messi the BEAST😱. 
With the ALMIGHTY, everything is possible.",,668,143,1010,2018-10-31 14:50:22,2020-11-13 15:25:09,1,"Mo Salah tested positive.
Liverpool, what going on this season???.

Injury/ Covid 19 list:-
Van Djik
Gomez
Fabinho
Thiago
Trent
Robertson
Allison
Now Mo Salah.

Wish him quick recovery.",[]
KildareCoCo,"Official Kildare County Council account providing an online
information service. Account monitored during office hours only.",County Kildare,412,8753,10189,2010-01-14 15:42:04,2020-11-13 15:25:09,0,"Community Call Support is Available throughout Covid-19

You can contact the  Kildare Community Call helpdesk by ☎️phone 1800 300 174 or ✉️email - covidsupport@kildarecoco.ie
Monday - Sunday 8am-8pm

#Kildare #YourCouncil #CommunityCall #InThisTogether #StaySafe #HoldFirmKildare https://t.co/fXmA2oYYLK","[{'text': 'Kildare', 'indices': [200, 208]}, {'text': 'YourCouncil', 'indices': [209, 221]}, {'text': 'CommunityCall', 'indices': [222, 236]}, {'text': 'InThisTogether', 'indices': [237, 252]}, {'text': 'StaySafe', 'indices': [253, 262]}, {'text': 'HoldFirmKildare', 'indices': [263, 279]}]"
crowdtalk,Healthcare professional-focused research and news. HCPs -- join our Crowd and contribute to medical research in real time: https://t.co/Uw1oaHUQ6y,When you need to know now,5415,5572,10771,2011-03-20 09:55:12,2020-11-13 15:25:09,0,"The lung tissues of COVID-19 patients had nine times as many tiny blood clots compared with those of the influenza patients, and the coronavirus-infected lungs also exhibited 'severe endothelial injury.'"" https://t.co/n5VbwqPEcA #covid19 https://t.co/ERzvGVg2rE","[{'text': 'covid19', 'indices': [229, 237]}]"
wonder4awe,🇨🇦🇬🇧 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇭🇰🇸🇬🇧🇧🇰🇪🇹🇭🇺🇸🔬⚖️🐘,,4091,196,72212,2016-07-31 02:06:18,2020-11-13 15:25:09,14,"“Dick and I tested positive for COVID. After all these long months, I thought we’d never get it,” Liz Uihlein said in an e-mail to Uline workers.

https://t.co/HtpJIxljXt",[]
Sam_Nusa,Karena ada makna di setiap momentnya | innamal yusri yusra | Keep It Simple and think different #YNWA #WANI,,397,427,10578,2010-11-12 04:02:01,2020-11-13 15:25:09,1246,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
EricMarrapodi,"Leads @NPR’s live coverage of special events, like the election. Former @NBCNews and @CNN. Mediocre carpenter.",Mostly DC,2937,9590,10969,2009-04-02 19:07:53,2020-11-13 15:25:09,0,"COVID-19 Canceled Funerals, But This Band Played A Socially Distant Tribute
https://t.co/tOn0NR04eR via @jazznight",[]
ReyndersMcVeigh,"Reynders, McVeigh is an investment management firm with a focus on smart fundamentals & socially responsible investing. Disclosure: https://t.co/fCiiUcH3oP","Boston, MA",635,984,2763,2010-09-08 14:46:16,2020-11-13 15:25:09,0,#Covid19 has shown how unseen externalities can drastically affect our global economy. Here are 7 revealing findings about how North American companies are assessing environmental risk: https://t.co/qNO7aZXP4W,"[{'text': 'Covid19', 'indices': [0, 8]}]"
RoyButta,"“If you're going through hell, keep going.”- Winston Churchill",United States ,4996,1476,26707,2009-03-01 21:22:30,2020-11-13 15:25:09,0,"Joe Biden’s COVID-19 adviser: US needs ‘targeted’ restrictions, not nationwide lockdowns https://t.co/JLBltG7fRY",[]
OluwaKoredeSzn,OnlyGod☝️🙏 😻😍 Mama😇💛💜🤎 @wizkidayo 👑 🐐 @LFC YNWA 🔴💖🔴,Planet ,1185,2419,288345,2013-09-11 01:18:42,2020-11-13 15:25:09,155,"BREAKING: Egyptian FA say Mohamed Salah has tested positive for #coronavirus 

https://t.co/2JsNi69qS2

#LFC https://t.co/IkgcFK0XSX","[{'text': 'coronavirus', 'indices': [80, 92]}, {'text': 'LFC', 'indices': [120, 124]}]"
mz_bama,"#GenXerlittleloca
Married, Latina/Guera
Veteran,L/E, EM,  
Retired, Recluse, Old,Asshole
Peach orchard owner, #RandomAmericanWife
Catholic, Southern, Mad",Missouri,2229,1687,9887,2020-06-11 02:17:37,2020-11-13 15:25:09,1086,"Since the last time President Trump spoke publicly, 8 days ago (11/5):

947,319 new COVID-19 infections.

7,507 Americans have died from COVID-19.",[]
TheresaOlivero,Nurse with a severe Mason/Bowie addiction and a hiiiggghhh caffeine tolerance...cheers😃☕️,"Easton, PA",130,48,1455,2017-07-18 14:16:20,2020-11-13 15:25:08,0,"@GavinSauer @StopherBuck @benshapiro That argument doesn’t hold up. One has the ability to prevent obesity, and the ability to lose weight. Currently, there’s little useful prevention, and no cure for Covid-19.",[]
jesse1623,The Twitter.,The Bay,370,63,730,2009-03-11 06:23:35,2020-11-13 15:25:08,1314,"It's wild Trump supporters believe there's voter fraud with 0 evidence but couldn't believe there’s Covid-19 with 250,000 American funerals.",[]
PabloNYI,,,2446,1525,181447,2011-03-29 14:32:54,2020-11-13 15:25:08,27,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed https://t.co/6aGATpFxi7",[]
jklingjulie,Love politics and children; and not in that order.,,226,239,5421,2013-11-19 15:35:07,2020-11-13 15:25:08,0,60% of people in South Dakota estimated to know someone sick with #COVID— highest percentage in the country.  Our COVID-19 Response - covidexitstrategy.or https://t.co/K0ANQ6o3cI,"[{'text': 'COVID', 'indices': [66, 72]}]"
khannazmar,Journalism | Political Science | Former Reporter/Anchor for @NTDailyTV | Currently a Segment Anchor and Reporter at @NtTV_News | RT ≠ Endorsements | @MaybornUNT,"pakistan, tx",946,1315,12691,2020-07-03 18:23:11,2020-11-13 15:25:08,27,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed https://t.co/6aGATpFxi7",[]
ToxicAv36338995,I was made for loving you!,Flori-DUH! Where else?,554,185,37831,2020-04-04 00:00:05,2020-11-13 15:25:08,1150,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
ksiovino,,,606,377,8912,2009-10-16 02:37:07,2020-11-13 15:25:08,96,"GEORGE ""MR. RON"" YARBOROUGH of Little Rock, Arkansas has died of COVID-19.

He was named Arkansas ""Substitute Teacher of the Year"" in 2019 and was adored by faculty and students alike.

“I don’t think you could find a more compassionate servant.""

https://t.co/jP24B0ktSY https://t.co/zOPcn5IYId",[]
UMBCHumanities,Dresher Center for the Humanities at @UMBC. RTs ≠ endorsements.,"Baltimore, MD",984,1388,3443,2010-01-27 21:00:37,2020-11-13 15:25:08,0,"The @PhilSciAssoc, based at UMBC, presents Putting COVID-19 in Its Place: Locating the Scientific, Psychological, and Social Aspects of the Crisis.

November 20, 1pm to 2:30pm. Register in advance.

https://t.co/528ecaET0F",[]
craig_erer,,America ,628,232,7441,2018-02-24 20:13:06,2020-11-13 15:25:08,22,"Lame Duck Donald's severely bruised ego will result in tens of thousands more Americans losing their lives to Covid-19.

He's abandoned his post. #25thAmendmentNow",[]
KELOUISE1,"Modern Day Holystic Mystic, Cert. Herbalist/Aromatherapist. Holistic Wellness LifestyL/Consultant/Coach. Speaker/Author/Blogger. Chef/Avid Gardener/Photographer",,4987,2666,136929,2011-08-21 00:57:19,2020-11-13 15:25:08,10,"As COVID-19 cases, hospitalizations and deaths continue to rise nationwide, some states are halting phased reopening plans or imposing new coronavirus-related restrictions.  
https://t.co/XXb1MMgkrx",[]
Dr_Moonmath,#BTC,moon,524,96,1609,2019-08-03 13:09:32,2020-11-13 15:25:08,49,"COVID-19 shut downs are a sham
8.9 ppl in 1000 in U.S. were likely to die in 2020 (trendline mortality rate)
With Covid, mortality rate likely to be 9.4 ppl in 1000 (rate varies by demographic)
Thus, Covid added one in 500 ppl more deaths
For this we shut down the country????",[]
ttupublicmedia,"We are the @PBS & @NPR stations for Lubbock, Texas and the surrounding area
📺 Channel 5 | 🎙️ 89.1FM","Lubbock, TX",364,1561,6951,2010-11-19 20:39:07,2020-11-13 15:25:08,1,"From the city of Lubbock: Starting Monday, the COVID-19 testing site at Combest Community Health &amp; Wellness Center will go to 5 days a week. This testing location will be open Mon. through Fri. from 10am - 11:30am; 12:30pm - 4pm. Testing is free, and no appointment is necessary.",[]
Gaujot,Physician consultant @3M | @hrw SF Committee | @circlemd @bulamu_health | Once shared a tequila w/ 300-game winner @Tom_Glavine,"Oakland, CA",3447,994,3287,2009-08-18 17:55:39,2020-11-13 15:25:08,0,"“Everybody was sacrificing for the war. It was a national effort. The country had bigger problems, and their wedding cake could wait.”

“What happened to us?”

Fighting #COVID19 will require a collective effort. 

@washingtonpost @elisaslow 
https://t.co/rqPaCqFd5o","[{'text': 'COVID19', 'indices': [169, 177]}]"
akLlama22,"Hmm, Give me a moment to think of something... SNAPPY!",Maryland,930,322,63382,2017-01-23 13:28:14,2020-11-13 15:25:08,3818,"80% of the people who died in Texas jails from COVID-19 had not been convicted of a crime.

Incarceration should never be a death sentence, but the data is unequivocal: In Texas, and across the country, it has become one.",[]
policog,The price noble men pay for their indifference to social affairs.. is to be ruled by evil men - Plato,,1018,2119,22030,2013-02-11 01:31:07,2020-11-13 15:25:08,0,"We have to adhere to health restrictions to bring down covid_19 cases, otherwise meat, vegetable industries will have to shut down due to illnesses, inflating prices on an economy already suffering.",[]
DevinRoss1939,You've got me dancin on the smooth edge hearts on fire filled with desire and I'm waiting for the words you say on the smooth edge - Whitney Houston,"Havre de Grace, MD",2493,799,57362,2014-07-02 21:25:04,2020-11-13 15:25:08,6093,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
Miebi_,Don’t pair me or compare me unless the said party is a rare breed,,698,1005,98626,2010-05-24 23:18:43,2020-11-13 15:25:07,1225,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
mohsinmalvi19,Holy Prophet PBUH My Role Model   Islamic Realist F1 Schumacher Imran Khan Pete Sampras Roger Federer `A Truth Not Grasped Is Still A Truth'  Ravian,Islamabad Pakistan,87297,149839,766933,2012-03-10 01:25:30,2020-11-13 15:25:07,46,"Elon Musk says he was tested for Covid-19 four times and that ""something extremely bogus is going on"" https://t.co/te1srCjaDl",[]
sussrbr,"Uplifting marginalized voices. Education, Arts, Research, Activism, #WATERISLIFE #GunReformNow #Think 
#HandMarkedPaperBallots ✍️
#VoteBlueNoMatterWho",,1322,237,184460,2012-04-01 12:52:32,2020-11-13 15:25:07,131,"To slow the spread of #COVID19, CDC recommends that people wear masks in public settings when around people not living in their household, especially when other social distancing measures are difficult to maintain. Learn more: https://t.co/iNKxnq1TuK https://t.co/4jL2uPwSuW","[{'text': 'COVID19', 'indices': [39, 47]}]"
SkyNews,"We take you to the heart of the stories that shape our world. 

For breaking news, follow @SkyNewsBreak","London, UK",29,6560734,428344,2007-07-19 14:42:53,2020-11-13 15:25:07,6,"Measles infections surged to a global 23-year high in 2019, and a new report is warning that millions more are at risk this year after the #COVID19 pandemic disrupted immunisation programmes https://t.co/uhUFwhthBh","[{'text': 'COVID19', 'indices': [139, 147]}]"
DevenderAppren1,Railway apprentice,,1,236,45188,2020-07-12 07:33:17,2020-11-13 15:25:07,27,^^^^^^Due to the COVID-19 pandemic the unemployment rate is the highest but the government doesn't care^^^^^^^#BlackDiwali4RailApprentice https://t.co/lIwdm2ppWo,[]
PollinateInt,"Pollinate reconnects banks and small business. Global #FinTech Innovator, we unlock the power of payments and data.",London,94,65,148,2020-05-04 13:22:43,2020-11-13 15:25:07,0,Is the COVID-19 crisis the catalyst that leads to greater collaboration between banks and fintechs? Read our thoughts on why this might be the perfect time for banks to focus on customer experience: https://t.co/FrFZZSyk53 https://t.co/TFYBR5JrTV,[]
