username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
nicevery81,"Mother believe in multi cultural education,  servant leadership and supporter of living wages, women's rights, public education and universal health care.",,1486,821,64035,2016-07-16 14:27:01,2020-11-13 16:04:40,3411,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
toowittoowooo,"Feisty, free thinking, Spaniel-loving human. Mother, bookworm, natural health freak.",,307,25,148,2010-02-09 22:14:32,2020-11-13 16:04:39,66,"""A positive PCR test does not mean that the patient has the novel coronavirus (COVID-19)""
UK Gov FOI 18 Aug 2020. https://t.co/opFckzLBx3",[]
Todd_tha_III,#ARSENAL #OlympiqueLyon #RealMadrid #OrlandoPirates #Notwane #ACMilan #BayernMunich #RnBVirtuoso,"botswana,gaborone",1150,1817,53436,2011-06-27 00:39:27,2020-11-13 16:04:39,4123,The scientists who developed the Pfizer/BioNTech Covid-19 vaccine are a Turkish-German power couple https://t.co/twDtI8aYuf https://t.co/VuJfCKtb8E,[]
LMSJoy,,,250,22,672,2016-03-03 18:41:37,2020-11-13 16:04:39,2,It will stream live here: https://t.co/zjZTcJtlzp,[]
senatorjen,"Lawyer, Mother, Dem Senator for GA 6th. Jordan pronounced JER-Dun. Retweets not endorsements. She/her","Atlanta, GA",3106,13065,28723,2013-05-04 21:22:30,2020-11-13 16:04:39,167,"Canada is leading the world in vaccination readiness
https://t.co/ai7PiHsKgc https://t.co/A5pl3uV5MP",[]
SmileSimplify,"Smile, Simplify, Share, Say Please & Thank you, Love, Live, Listen, Learn, Laugh, Help, Adapt :) Do not mistake my patience for gullibility.","SF/Bay Area, CA",563,1169,175101,2009-05-23 19:56:02,2020-11-13 16:04:39,6781,"My heart is broken. My 28-year old nephew, Jake, died from Covid-19 last night. I'm so angry! This didn't have to happen to a healthy, young man! Wear a damn mask!💔😢",[]
DanMac2014,"likes to learn, know about and share info regarding anything in #Ontario, #Canada, #TheWorld ! I guess you could say I'm an interesting person to follow.",Canada,2430,2850,79063,2011-11-19 16:05:57,2020-11-13 16:04:39,0,"@celliottability Got the mask, just need to stop the growing numbers! #Covid19 https://t.co/5HPAMoL5sl","[{'text': 'Covid19', 'indices': [70, 78]}]"
PTIofficial,Official twitter account of Pakistan Tehreek-e-Insaf.,Pakistan,1437,5087583,256789,2010-03-29 10:24:45,2020-11-13 16:04:39,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
WolfSteppan,"Senior Citizen, Father. Born and raised Albertan. Climate Change Survivor. RPAL Holder.","Edmonton, Alberta",528,110,1137,2015-01-23 22:27:59,2020-11-13 16:04:39,0,"Look at @jkenney statement back in May. He was right back then and the numbers support his satement. But he changed the narrative. Why? 

https://t.co/NUQMLxGK5h https://t.co/MkyKiDrwgg",[]
AnsareSummers,"Student of the Universe who believes War is NOT Peace, Freedom is NOT Slavery, Ignorance is NOT Strength, and Donald Trump and the GOP are evil",United States,4803,4047,150619,2010-06-23 23:10:28,2020-11-13 16:04:39,5,"@RichardGrenell @realDonaldTrump Focused on what, avoiding arrest?

#COVID19 
#TrumpVirusDeathToll242K 
#TrumpHasNoPlan
#MAGA https://t.co/8PYKyzKLg2","[{'text': 'COVID19', 'indices': [84, 92]}, {'text': 'TrumpVirusDeathToll242K', 'indices': [94, 118]}, {'text': 'TrumpHasNoPlan', 'indices': [120, 135]}]"
weskusgogga,Retweets don't imply endorsement,,4931,1022,432683,2016-07-30 22:11:06,2020-11-13 16:04:39,808,"Covid-19 is now running riot in America, as the President hides in the White House saying nothing.
Very dangerous moment. 
If you don't want to do anything about it @realDonaldTrump then stand aside and let @JoeBiden do it. Lives depend on immediate action to suppress the virus.",[]
Official_CWO,(she/her/hers) Media and Communications Graduate Student 🔰 | Future Media Critic 👍🏽 | Owner of CWO and JNS 👩🏽‍💻 | #NABJmember ✍🏽,,1660,1749,14106,2014-10-10 11:40:33,2020-11-13 16:04:39,7,"Virginia COVID-19 update: 

- 1,235 new cases (average at record levels, double last month's) 

- 27 new deaths (reported deaths up this week) 

- 1,296 people hospitalized (overall trending up) 

- Test positivity rate going up in Southside Hampton Roads 
https://t.co/rUUf6nMz4O",[]
SusanLuxemberg,,,2861,304,183004,2016-12-26 07:56:50,2020-11-13 16:04:39,3411,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
BJonesATC,Associate AD for Sports Medicine & Athletics Healthcare Administrator @ The University of Toledo and proud Spartan Alum...with a great family! GO ROCKETS!!!,,805,832,7875,2013-08-16 21:58:14,2020-11-13 16:04:39,745,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
KendraEmwasser,"TCK, theatre artist, Shakespearean, X-Phile, Trekkie. Master's thesis on Shakespeare's religious oaths & taboo language. GME Program Coordinator. Wife. Momma.","Phoenix, AZ",914,349,4852,2012-01-07 04:43:21,2020-11-13 16:04:39,1068,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
Q7Zinc,Fun,,1872,317,19606,2020-08-14 11:53:23,2020-11-13 16:04:38,12,"Elon Musk knocks 'extremely bogus' COVID-19 test after taking 4 tests in one day

“Something extremely bogus is going on. Was tested for covid four times today. Two tests came back negative, two came back positive. Same machine, same test, same nurse. Rapid antigen test from BD.” https://t.co/BvvysSpmjv",[]
libdelta9,Progressive Lib. 420 Advocate. Equal opportunity friend. Student. Music lover.,"Sterling Heights, MI",677,143,2847,2017-07-04 13:01:21,2020-11-13 16:04:38,0,"Catholic Dioses want US to give them financial relief due to #COVID__19 restrictions? How about this: Ask the @Pontifex 
#COVID__19 #COVIDRelief","[{'text': 'COVID__19', 'indices': [61, 71]}, {'text': 'COVID__19', 'indices': [121, 131]}, {'text': 'COVIDRelief', 'indices': [132, 144]}]"
Die_Primel,"Multipliziere Netzpolitik & Engagement für #refugees & Umwelt, UX Enthusiast, coding stuff - engl/german",Hamburg,4997,3072,204511,2008-05-01 15:13:03,2020-11-13 16:04:38,139,"Corbyn:

The rich should pay more tax to rebuild the economy.

Media: 

Fuck off, Chairman Mao!

Johnson:

The poor should pay more tax to rebuild the economy.

Media:

Do your duty, plebs! 

https://t.co/GrsSTL6fO8",[]
BarinEmiliano,"Football ⚽️
Monselice, Padova ➡️ Milan📍🇮🇹
2016 Exchange student in Boca Raton, Florida🇺🇸
BIEM 16 - Bocconi ‘21👨🏼‍🎓",,36,33,6042,2014-12-31 09:14:03,2020-11-13 16:04:38,745,"NEW: Supreme Court Justice Alito said in recent remarks that the COVID-19 pandemic has caused ""previously unimaginable"" restrictions on liberty and warned that the US must prevent the freedom of speech ""from becoming a second-tier constitutional right."" https://t.co/sBcLadvMS3",[]
saudbukhari85,"Charsadda, KPK, Pakistan","Peshawar, Pakistan",585,307,11656,2018-10-19 03:35:53,2020-11-13 16:04:38,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
monitornews,The best source for news in the #RGV. Got a news tip? Our inbox and email (news@themonitor.com) are always open. Follow our staff: https://t.co/W4i4W9o7dX,"McAllen, Texas",539,56359,50669,2008-09-12 16:28:16,2020-11-13 16:04:38,0,"Four more Hidalgo County residents died from complications related to COVID-19 and 199 more tested positive for the disease, county officials reported Friday. | #RGV #coronavirus https://t.co/HQwaVJb56O","[{'text': 'RGV', 'indices': [161, 165]}, {'text': 'coronavirus', 'indices': [166, 178]}]"
the_tystribling,#TeamWarren,"Houston, TX",386,305,5552,2009-11-24 16:57:28,2020-11-13 16:04:38,1,Harris County's positivity rate reached a low of almost five percent last month.​ https://t.co/ZHXJPI1SCg,[]
uusilauri,"Historian of early colonial Latin America @TampereUni & @Trivium_Tampere. Dad for two. Anarchist, antifascist, football enthusiast. Mostly in Finnish. he/him","Tampere, Suomi",2121,1948,13144,2017-01-21 22:46:01,2020-11-13 16:04:38,48,"#DefendDC from white nationalism and secure a trump-free future. 

Together we can block the alt-right: 

We'll see you Nov 14th noon 1st and maryland NE (subject to change, check day of) 

Wear all black to show solidarity, wear a mask because covid-19. https://t.co/eEWwhx0c1o","[{'text': 'DefendDC', 'indices': [16, 25]}]"
Di5848,"We are voting in number to big to be ignored!  Biden/Harris 2020 Blue Wave
No DMs, I DON'T OPEN DMs",,19551,18001,36518,2017-04-26 00:02:49,2020-11-13 16:04:38,3411,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
millennialmush,"#Prolife #MAGA #IHatePaperStraws 

There is a truth and reality. Identifying that doesn't just rely on popular opinion.",United States,931,486,5914,2016-10-14 00:21:57,2020-11-13 16:04:38,0,"My take here is that the economy is too good right now for @JoeBiden to show value.

So, the #Lockdown is to tank the economy so Biden can ""build it back up"". Playing w/our lives.

In Q2 of 2021, the media will drop #COVID and start pushing the economic ""boom"".","[{'text': 'Lockdown', 'indices': [93, 102]}, {'text': 'COVID', 'indices': [216, 222]}]"
HolliWinters,"Reader, Writer, Cook and a believer of life being good. I'll tweet about sports occasionally. 🧚‍♀️🐈🍎",USA,399,425,41739,2009-03-21 21:42:16,2020-11-13 16:04:37,0,@vermontgmg Trump is endangering national security and our economy by refusing to cooperate with the Biden transition. Covid-19 is raging out of control and Trump is ignoring it.,[]
lewisccaroll,Stay Hungry. Stay Foolish サバイバルスキルの剣城を刀儀清真素（トギスマス）　　　　　　　　　　　　,🇯🇵JPN City of 江戸品川宿 ,800,571,37776,2009-10-11 06:59:46,2020-11-13 16:04:37,1535,"Our daily update is published. States reported 1.5 million tests, 151k cases, and 67k people currently hospitalized with COVID-19. The death toll was 1,104. Both case and hospitalization figures hit all-time highs today. https://t.co/93cGzRJFzk",[]
mattfroment,"union millwright, joker, sometimes grumpy, love my wife, kids and grandkids, love to play my guitar.","Kansas City, MO",356,130,8445,2009-06-21 00:02:04,2020-11-13 16:04:37,21388,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
Me75327714,"visual artist 🎨 storyteller--write; draw; illustrate; paint; take pictures/videos; plus, play a mean game of shadow.",United States,1865,582,112497,2009-06-30 17:51:26,2020-11-13 16:04:37,537,BREAKING—Over 130 Secret Service officers who help protect the Trump WH have recently been ordered to isolate or quarantine because they tested positive for #COVID19 or had close contact with infected co-workers. The Trump superspreading events had a toll. https://t.co/aXQU7H7CfW,[]
ivriblack,"""'Why are you persecuting me this way?' he said to them. 'Give me back my heart!'"" Simon Toko
https://t.co/2aWmZ5iHSW
Valley of the Dry Bones",Southern California,245,237,20296,2018-09-13 02:55:08,2020-11-13 16:04:37,0,"@_6_Lack_ The declaration of the COVID-19 emergency, and the hidden transfer of power to FEMA. The start of the transition to where we are now.",[]
oldmansociety,Cycling through attachment and aversion 24x7x365.,,829,261,4583,2014-11-24 02:54:45,2020-11-13 16:04:37,1196,"The “90% efficacy rate” of the Pfizer vaccine is based off only 94 positive cases of COVID-19.

The final Pfizer analysis will be conducted after a grand total of 164 positive cases.

And then the plan is to vaccinate 500 million+ people in 2021.

Feels very very rushed to me.",[]
paulbangusa,,"Florida, USA",613,712,83657,2015-12-06 16:58:32,2020-11-13 16:04:37,3411,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
BillyDStarchild,blue dot in a red county in a blue state #ImpeachTrump #TheResistance #Vegan #OCR #Resist #Spartan I’m into the clean stuff like Pac-Man #BidenHarris2020,,4989,4490,15887,2015-12-08 21:28:49,2020-11-13 16:04:37,1,"The only place on the PLANET EARTH with more #coronavirus than South Dakota is North Dakota. 

SD’s governor saying what a good job SD has done fighting COVID19. .

She tells people to wash their hands but astoundingly doesn’t mention masks. Because she doesn’t want to wear one. https://t.co/gCOWq4J4Lx","[{'text': 'coronavirus', 'indices': [45, 57]}]"
alyssataufid,🥀,,312,565,125057,2012-03-13 19:05:40,2020-11-13 16:04:37,4437,"Small wedding. 55 attendees.
Temperature taken at entrance. No fevers reported.

Later, 177 infected.
7 died — and they didn’t even attend the wedding. https://t.co/n0xsPCqMi2",[]
grilledcheez,"White and Nerdy 
-- Weird Al",Buffalo NY,2428,1514,77908,2007-04-04 00:02:40,2020-11-13 16:04:37,0,@NPR Was this after he moved to Texas / #COVID19 hotspot?,"[{'text': 'COVID19', 'indices': [40, 48]}]"
uria_shoshani,"MSc student • biologist • wildlife  conservationist.

לא מעתיק, פשוט לא מקורי",ישראל,391,59,2799,2015-08-08 15:04:17,2020-11-13 16:04:37,167,"Canada is leading the world in vaccination readiness
https://t.co/ai7PiHsKgc https://t.co/A5pl3uV5MP",[]
ZooLou6,,,116,5,26,2020-03-20 08:37:40,2020-11-13 16:04:37,14,"Latest figures show that the biggest UK pandemic is an emerging child mental health crisis. 

One thing we can do to help is to use every opportunity to encourage our kids out and enjoying nature despite #COVID19 
@ARochaUK @ChrisGPackham
@katehumble @RSPBScience @WildlifeTrusts https://t.co/Wf8FIrLanv",[]
holly2101,,,804,121,2801,2010-06-02 14:33:34,2020-11-13 16:04:36,1,The lack of leadership demonstrated by @GovParsonMO on COVID-19 is the stuff of national news. #Missouri #Covid19 https://t.co/j9U7o9wOeu,"[{'text': 'Missouri', 'indices': [95, 104]}, {'text': 'Covid19', 'indices': [105, 113]}]"
CatsforPeace2,"Registered Nurse. Cat, dog and animal lover. Twitter novice. Wear a mask. #BidenHarris #Resist. No lists please",,3652,1692,23840,2019-04-28 03:13:24,2020-11-13 16:04:36,21,"With Covid-19 the lungs fill up with mucus. Too much oxygen pushed into the lungs can damage already delicate lung tissue - causing leaks, swelling &amp; other damage. Instead, doctors positioned patients on their stomachs or sides - known as proning. (9/12)
https://t.co/TU8ocp7Hq5",[]
DenverChannel,"Updating #BreakingNews, #cowx & Denver and Colorado headlines from Denver7 & https://t.co/PyqySYFsyv. Got a news tip? Tweet us or call us at 303-832-0162.","Denver, Colorado",11451,283509,301406,2007-09-07 19:36:50,2020-11-13 16:04:36,2,"A Colorado family struggled to find a way to honor a loving wife and mother as they couldn't afford a final resting place after she passed away.

And then Denver7 viewers stepped up to help. 
https://t.co/hsILg739Hl https://t.co/MzXJ5vqxUF",[]
YouthPundit,Nuggets,Nairobi Kenya,970,502,8709,2010-12-02 11:08:34,2020-11-13 16:04:36,0,What COVID-19 Means for Women in Global Supply Chains and How Companies Can Take Action | https://t.co/pjuzYlMut1 https://t.co/M0MKxcspyr,[]
WendyHartley,20 yrs in PR working w/ top brands & journalists. Director @HIPpyHipHealth @zajacranch. Proud Mother. Positivity rules. #BeKind,Vancouver ,3672,5799,17558,2009-01-30 14:18:34,2020-11-13 16:04:36,221,"“No act of kindness, no matter how small, is ever wasted.” ~ Aesop

The global #COVID19 pandemic has brought suffering &amp; sadness to many. 

Today, remember the power of a kind word to those who ring up your groceries or deliver your mail.

Kindness matters. 

 #WorldKindnessDay","[{'text': 'COVID19', 'indices': [99, 107]}]"
CarolynTGray,"Love for @FofGH @twforum @unfesttw @blam_tw @twellscreatives @worduppoets & wife of @smiffys_munch + wordpress blog, bits 4 Town Crier mag, has own opinions",Tunbridge Wells,2423,3108,59710,2009-05-16 21:23:01,2020-11-13 16:04:36,0,"mRNA vaccines are being developed for Covid-19, but they do not change your DNA https://t.co/0tY0KGz3KH via @FullFact",[]
NatureRules101,"i vote EVERY year. Independent, Free, Humane. 100% American","New Jersey, USA",606,163,10681,2013-05-28 14:41:25,2020-11-13 16:04:36,0,"@TheSun Sorry. No Christmas in 2020... it’s COVID 19. Can’t have Thanksgiving, Christmas, New Years. No friends or family allowed. Coronavirus. Christmas this year can kill you",[]
JohnMay84458373,,,51,2,71,2020-11-10 21:45:30,2020-11-13 16:04:35,2602,BREAKING: The Egyptian FA confirms Mo Salah has tested positive for COVID-19 https://t.co/yBtx5qUamw,[]
SassyNeveragain,"Biden/Harris 2020 ❤
On the Right Side of History 
w/my #Resistance #Family 💙
Thanks for the connection to sanity,decency&patriotism
#BlackLivesMatter  #Khive","California, USA",5135,4679,306260,2017-01-21 15:33:14,2020-11-13 16:04:35,3412,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
Adshaikh5,"""Mind over matter; I don't mind and they don't matter!!"" #BehindYouSkipper",,1378,611,82839,2013-01-31 14:26:19,2020-11-13 16:04:35,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
Robert53706476,"Husband, Father, Hospitality Professional, Avid reader, Rugby Fan, Martial Artist and practising Stoic","Dublin City, Ireland",855,178,3302,2019-12-07 20:20:28,2020-11-13 16:04:35,2,On today’s ⁦@IrishTimes⁩ politics podcast I’m joined by ⁦@paulcullenit⁩ and ⁦@PatLeahyIT⁩ to discuss the state of play with #COVID and what  challenges lie ahead. https://t.co/45qeErvHd2 https://t.co/SOraWHoI8Q,[]
diosmelgo,"#Periodista de @Radiocamaguey Guajiro de cuna, amante de la cultura cubana y de las sabias polémicas #DeZurdaTeam","#Camaguey, #Cuba",1429,2678,26114,2014-09-15 12:27:50,2020-11-13 16:04:35,0,Responsibility in times of COVID-19 https://t.co/r5CEjGaR1a,[]
CallmeDownsie,Miniature game hunter. No rat is safe from me and my Stoeger. Everton ST holder. Republican (Feck the Royals). Hate all Tories. Known to be flippant.,Gotham City,1068,1256,65025,2010-10-23 21:23:55,2020-11-13 16:04:35,8,Fresh blow for Liverpool as Mohamed Salah tests positive for Covid-19 https://t.co/3Z0K5kKnT7,[]
abimhd,A Free Man,Virgo Supercluster,255,317,44162,2012-05-13 14:18:10,2020-11-13 16:04:35,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
BillKingston,"Owner/Editor, Eastern Ontario Newswatch Group ( @cwlnewswatch @brockvillenw ), marathoner, cyclist, duathlete, BlackBerry KEYone user.","Eastern Ontario, Canada",631,1193,17534,2009-09-10 19:14:20,2020-11-13 16:04:35,3,"COVID-19 ONTARIO UPDATE: As of 10:30am Friday, Public Health Ontario reported another 1,396** cases of COVID-19, bringing the total to 91,180. That's a 1.6 per cent increase in total cases since Thursday. (1/3)",[]
BillWel48445591,"One of the nicest guys in the world, til thoroughly provoked. Tired of lies & deceit.",,1005,588,29621,2018-11-23 15:11:12,2020-11-13 16:04:35,16,"@HKrassenstein tRump should 100% be removed immediately &amp; jailed! By March 2021 we are looking at &gt; 400k Americans dead due to COVID-19 because the criminal failure has done nothing, but literally let Americans die. Massive death &amp; unemployment, who voted for that?! 🤬 https://t.co/BREgpdyax5",[]
pbfa,I auto-block QBOTs. Proud USAF brat. 💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛,,4985,2231,158738,2010-01-22 14:46:38,2020-11-13 16:04:35,489,"New @latimes story by @DeborahNetburn on our @covid19riskUSA website to assess risk that one (or more) individuals may have #Covid19 in events of different sizes (w/@urbanclio)

Paper:
https://t.co/ZEDBZrxatN

Website:
https://t.co/IX6qW1R0Or

Story:
https://t.co/qzKttqdeDD",[]
BlueBoy8000,"Marvel Studios/MCU, MARVEL, Alien, LOTR mega-fan. Every day should be #AlienDay #MarvelDay #EarthDay  Yes, I'm 🌈Gay🌈 I like the DCEU.",,2083,1201,246709,2016-01-26 09:14:58,2020-11-13 16:04:35,3412,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
valladaresoliva,"alegre, amante de la vida , interesada en las cosas agradables.","Florida, Camagüey, Cuba ",336,297,14729,2011-08-18 15:00:14,2020-11-13 16:04:35,0,Responsibility in times of COVID-19 https://t.co/QVMHy8M20F,[]
JacqDaley,,"Liverpool, UK",244,153,456,2014-12-24 08:16:10,2020-11-13 16:04:34,11,"I've been nominated for the LCR Culture &amp; Creativity Awards 2020 for;
✨People’s Choice Awards
✨ IMPACT award- #COVID19 creative response
Please can you nominate me so I can continue providing books to underfunded schools &amp; hubs  &gt;&gt;&gt; https://t.co/EVXEIFm00N
#LCRCultureAwards2020 https://t.co/JBabK6fbHt","[{'text': 'COVID19', 'indices': [133, 141]}]"
MikeOkuda,"Graphic designer. Science fan.  Space geek. Tweets, opinions, and politics my own. Evidence matters. Resistance is not futile.",Los Angeles,2865,32662,242279,2009-08-23 15:59:33,2020-11-13 16:04:34,57,Donald Trump weaponized the mask. Joe Biden says he will call red state governors to order mask wearing. They won’t hear of it. No wonder our health care system is stretched to the max with #coronavirus cases. A mask is not a political statement! https://t.co/vqQTejdgoF,[]
marlenaspieler,cook+eat+travel w delight.I ALWAYS bring home doggybag 4Jake+ Lambchop! new book: https://t.co/e3YKqc7jdf,"uk,europe,usa",3623,4000,105883,2008-09-29 10:12:09,2020-11-13 16:04:34,61,"For Nashville/Davidson County...

At a gathering of 10 people, 26% chance someone has COVID-19. 

A gathering of 50 people, 78% chance.

A gathering of 100 people, 95% chance. 

So if Thanksgiving was today, basically have at least 1 in 4 chance of a family member with COVID-19. https://t.co/PCpVDWzF1t https://t.co/XiLfvlZmQk",[]
givmeagoodreson,,,243,75,11919,2011-04-02 00:20:36,2020-11-13 16:04:34,17,The price of oil fell as new coronavirus infections in the U.S and elsewhere reached record levels and the tightening of restrictions dampened hopes for a near-term recovery in the global economy https://t.co/CmwOwDFpFJ https://t.co/LmeVyLbaes,[]
Cosmo606,VOTE HIM OUT!,"Jacksonville, FL",638,155,27148,2013-07-18 20:17:21,2020-11-13 16:04:34,3414,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
sunnybabybunny,"Lifelong unlearner. 
Not today, Satan.",🇺🇸,3416,880,90813,2012-10-03 17:07:33,2020-11-13 16:04:34,57,Donald Trump weaponized the mask. Joe Biden says he will call red state governors to order mask wearing. They won’t hear of it. No wonder our health care system is stretched to the max with #coronavirus cases. A mask is not a political statement! https://t.co/vqQTejdgoF,[]
MalcontentmentT,"We are journalists, activists, allies, and documentarians. We support Black Lives Matter, 1A - 27A, and are committed to telling the whole story.","Kirkland, WA",96,1211,1169,2019-03-16 00:31:41,2020-11-13 16:04:34,0,"In Washington state, Hispanics make up 38% of #COVID19 cases and 28% of hospitalizations but only 13% of the pop 

COVID hit farming and meatpacking communities hard in WA over spring/summer

Here come the fines

The largest? $6000

https://t.co/mr16xZmVnJ","[{'text': 'COVID19', 'indices': [46, 54]}]"
KWojtalik,"retired, huge curling fan","Thunder Bay, Ontario",1073,475,92749,2015-02-23 12:53:33,2020-11-13 16:04:34,121,"“If seat belts are mandated and about 100 people die per day from motor vehicle casualties, we have 10 to 15 times that casualty from Covid-19,” Dr. Lipi Roy says. “We know how to prevent it… Just wear a mask.” https://t.co/URyBSPsthw",[]
dgatopoulos,"Print and Digital Media at Associated Press.

https://t.co/reM7V5sjAR… 
https://t.co/jjnCRBWrug","Athens, Greece",3435,10651,28080,2012-01-17 12:49:18,2020-11-13 16:04:34,5,"No decision on primary schools. 
Announcement expected tomorrow. 

#Greece #Covid_19","[{'text': 'Greece', 'indices': [67, 74]}, {'text': 'Covid_19', 'indices': [75, 84]}]"
Radiocamaguey,📻 Emisora de radio que refleja la realidad de la Ciudad de los Tinajones. Sintonízanos por la frecuencia 1140 de la amplitud modulada. #Camagüey #Cuba 🇨🇺😁🥰,Cuba,1263,3939,15502,2011-04-16 15:04:37,2020-11-13 16:04:34,0,Responsibility in times of COVID-19 https://t.co/nFgUAxvoMR,[]
strangerlint,Upstate N.Y. 💙 So proud of America 💙 The Best Is Yet To Come 💙 Biden Calm,CNY,809,547,38052,2020-06-16 01:18:53,2020-11-13 16:04:34,3414,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
ShabanaShalwani,Registered Nurse #Mother #communityvolunteer,,411,109,10306,2013-10-03 12:42:55,2020-11-13 16:04:33,4,"Amid the #COVID19 pandemic, #MultilateralismMatters now more than ever. As Founding Member of the @ParisPeaceForum, we are proud to advance solutions to bounce back to a better planet, together. #AKDN #ParisPeaceForum https://t.co/m2e85CEXNO","[{'text': 'COVID19', 'indices': [19, 27]}, {'text': 'MultilateralismMatters', 'indices': [38, 61]}]"
BrianLikesGames,Atheist | Liberal | Gamer | Taper | Skeptic | Foodie | Amateur Chef #Impeach45,Chicago,361,216,8279,2008-11-24 16:52:57,2020-11-13 16:04:33,1068,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
iproofer1,"Late night dancer, @Resister, @DemLiker, HRC - she’s my kinda Gal. Never Trump!","Victoria, Australia",4988,3400,105189,2015-07-09 10:28:26,2020-11-13 16:04:33,29,"The United States reported over 163,000 COVID-19 cases yesterday, a new record, the virus is spreading like wildfire, including among Trump's staff and Cabinet and within the Secret Service, and all he can do is whine about losing the election. He only thinks about himself. https://t.co/zLYdfTYeQk",[]
sallyagale,"Mom in recovery, seeker, soon to be empty nester, cats, truth and Obama. I’m alarmed by the current administration and I can’t stomach it’s hypocrisy","Houston, TX",844,975,477128,2016-05-03 21:44:03,2020-11-13 16:04:33,3414,130 Secret Service agents are infected with COVID-19 because trump is a selfish asshole who unnecessarily put them all in harm's way. DISGRACEFUL!,[]
sonics_comehome,"Fan of Philly and Seattle sports •  Astronomy, Physics, History • “I never learned anything while I was talking”","Philadelphia, PA",51,161,5844,2014-12-28 21:10:23,2020-11-13 16:04:33,0,@Nogreatreset1 @astrogrant And can then possibly pass it on to elderly friends/relatives who may get sick. Why can no one seem to grasp this? #coronavirus #CDC #Masks,"[{'text': 'coronavirus', 'indices': [142, 154]}, {'text': 'CDC', 'indices': [155, 159]}, {'text': 'Masks', 'indices': [160, 166]}]"
kamran_soon,IMRAN KHAN PTI,"London, England",1937,1561,2595,2017-04-27 22:46:15,2020-11-13 16:04:33,1456,"MashaAllah Pak moving towards economic recovery faster than any country in subcontinent &amp; this despite having to deal with Covid 19 challenge. LSM's impressive growth of 7.7% in Sept. Our Industrial Energy Package will help add capacity &amp; raise production.
https://t.co/sjRHDxIzwE",[]
POPMONDO,"Dad, husband, citizen, storyteller, producer. “The problem of our time is that one doesn't want to be useful but important.""","Paris, France",265,48,279,2010-05-20 03:28:54,2020-11-13 16:04:33,1068,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
