username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
laura_zuki,"mexican american, loves movies, books and great television shows. Enjoy playing raquetball with my sister and doing yoga",,272,53,20537,2012-05-21 01:06:22,2020-11-13 15:51:35,87,"""My kids don't get their grandma. My mom will never see my kids get married.""

As Covid-19 surges in Utah, the governor issued a mask mandate after previously resisting it. But Lindsay Wootton, who lost her mother and grandfather to the virus, says the measures are too late. https://t.co/S22dyaTcf6",[]
RobertZawodski,,,3120,2471,39384,2017-05-27 01:47:45,2020-11-13 15:51:35,1,The results of election 2020 suggests that covid-19 exists the de facto government...#DrainTheSwamp,"[{'text': 'DrainTheSwamp', 'indices': [85, 99]}]"
angiepryor915,"Mom to 2 doggies, Lukas (Osito) and Frankie (Torito), #BlueWaveAlways, #ilovetheocean","Hilliard, Ohio",81,7,199,2010-09-06 14:56:51,2020-11-13 15:51:35,803,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
dudleymbc,"News and info from Dudley Council. Monitored Mon-Fri 9am-5pm. For all service requests (roads, bins, housing etc), please use @DudleyPlus","Dudley, West Midlands, UK.",826,18053,26584,2009-06-11 09:38:26,2020-11-13 15:51:35,13,"Anyone in the #WestMidlands who catches #COVID19 could develop what's known as #LongCovid 

This is when symptoms continue long after infection by the virus

The #Coronavirus doesn't discriminate so:
• #WashYourHands
• Wear a #FaceCovering 
• #MakeSpace by #SocialDistancing https://t.co/xxHPghagG9","[{'text': 'WestMidlands', 'indices': [32, 45]}, {'text': 'COVID19', 'indices': [58, 66]}, {'text': 'LongCovid', 'indices': [97, 107]}]"
fbwwilliams,Don’t sweat the technique,"Burlington, VT",1289,165,1016,2011-06-21 22:27:24,2020-11-13 15:51:34,117,"""High-frequency data show economic activity in a number of major advanced economies dropped steeply in the first weeks of November amid a stark rise in Covid-19 infections and expanding lockdown measures. The latest readings suggest the decline was particularly strong in Europe."" https://t.co/RQInphhnPD",[]
sunnyclemo321,,"Seattle, WA",301,81,2773,2013-09-07 21:08:10,2020-11-13 15:51:34,1334,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
ThomasStuart__,Actor ~ FAU alumni 🦉~ Heat/ Phins fan 🐬🔥 #BLM,"Coral Springs, FL",202,48,1500,2018-06-28 02:33:26,2020-11-13 15:51:34,0,"If Trump worked as hard on the COVID 19 crisis as he did trying to prove pseudo conspiracies about the left stealing the election, we would be in better position and he probably would have been re-elected.",[]
tfccoffiicial,Vijay fans official,"Chennai, India",148,0,6713,2020-04-23 11:26:49,2020-11-13 15:51:34,271,"Working from home was intended to be a temporary measure in the early days of COVID-19. 

Now, with no clear end in sight, many employers are offering a perk that was once unthinkable: work from wherever you want — permanently. 

@byandreachang reports: https://t.co/x8TCQzO9mo",[]
MsMaryRuthie,Finally sleeping in Brooklyn.,"Brooklyn, New York",353,601,592,2013-01-19 13:19:45,2020-11-13 15:51:34,1,"“I am especially honored to be a part of the distribution of PPE.” Danny, our Agency Messenger, has been delivering PPE to all of our programs sites since the beginning of the #COVID pandemic. His efforts have helped to keep us all safe and healthy. #WeCareNYC https://t.co/gRJkueTIgd",[]
HeadAsploding,A pragmatist with principle on my best day. Just another jerk on my worst.,,1014,901,38178,2010-07-22 16:28:03,2020-11-13 15:51:34,0,"@BettyBowers Let's be honest. Even if that happened, he wouldn't spend time caring about the deaths of COVID-19 victims. He'd type in all caps on Twitter that the deceased victims should be added to his vote tally.",[]
Park_People,Park People helps make awesome things happen in city parks across Canada/Amis des parcs aide à organiser des choses formidables dans les parcs urbains au Canada,Canada,5703,10502,26128,2012-01-04 22:26:38,2020-11-13 15:51:34,0,Huge congrats to Park People's awesome Board Chair @zahraeb and her biz partner @kofi_hope on the launch of Monumental for an equitable recovery from COVID-19. Incredible! https://t.co/L9xuKRfgHA https://t.co/f7ml657CQL,[]
AdriMCMLXI,,,4587,6155,85845,2011-10-08 16:51:15,2020-11-13 15:51:34,0,"@UunistaU @cris_tian76 @fanpage In Sweden, from Jan 3 to 10:13am CET, 13 November 2020, there have been 166.707 confirmed cases of COVID-19 with 6.082 deaths

https://t.co/7OkZQBwV40",[]
britjpncdn,"🇯🇵🇬🇧. ✝️✡️. #RCAF Brat from Northern ON, SK & BC. Trekkie. Healthcare PR. Bookworm. Hockey mom. Gym rat. Mom of 2. Wife of tired MD. #GetVax. #Masks4Canada","Toronto, Canada",1768,1964,105653,2013-03-26 21:59:08,2020-11-13 15:51:34,3,"No one “misspoke” . They lied. And now we will all pay the price. A scandal is one thing, criminal negligence is another. 😞 https://t.co/q9m6WNMSn9",[]
Sports_NDTV,NDTVSports is the ultimate destination for Sports fans from around the World.,"New Delhi, India",16,573954,137087,2011-03-16 12:37:23,2020-11-13 15:51:34,1,"Medical swabs on the national team ""showed that our international player, #MohamedSalah, #Liverpool star, was infected with the coronavirus,"" said the Egyptian FA

#coronavirus 

https://t.co/I3gkBKSXmz","[{'text': 'MohamedSalah', 'indices': [74, 87]}, {'text': 'Liverpool', 'indices': [89, 99]}, {'text': 'coronavirus', 'indices': [164, 176]}]"
NieveCecilia,"My help comes from the LORD, the Maker of heaven and earth. Psalm 121:2",Estados Unidos,1467,631,197133,2009-09-10 19:30:46,2020-11-13 15:51:34,14,"Alaska Rep Don Young Tests Positive For COVID-19
https://t.co/ceZBmoHXug",[]
CookStaton,"79.4% Irish/British, 6.5% Scandinavian, 4.8% French/German, 0.2% Middle Eastern/Saharan African. Woman.",London UK,7,2,743,2020-03-11 23:50:35,2020-11-13 15:51:33,0,@AJEnglish Well that's  a trip to Marrakech post Covid-19 buggered up.,[]
FarewellShelley,Animal lover,,26,77,7374,2020-02-12 14:33:16,2020-11-13 15:51:33,19,@washingtonpost The WH Is a COVID-19 Swamp.   #TheTrumpVirus🦠💀⚰️,"[{'text': 'TheTrumpVirus', 'indices': [64, 78]}]"
AngusThuermer,"Citizen, reporter, photographer, skier, angler, paddler, climber, hunter.","Jackson Hole, Wyo.",466,953,2797,2012-08-03 15:58:42,2020-11-13 15:51:33,2,"ICYMI: Social media posts indicate COVID reached the congregation of a church headed by one state lawmaker &amp; attended by Rep. Roy Edwards, who died Nov. 2. Edwards’ son said the family is deciding whether to release information about his father’s illness. https://t.co/ZhLwyRt8Bw",[]
vamiroid_Tee,"Complete Man Utd lover.
Team Cristiano Ronaldo.
Very much business inclined.","Lagos, Nigeria",965,520,65234,2017-07-07 09:19:34,2020-11-13 15:51:33,166,"Ireland's Alan Browne played 90 minutes against England last night, and has tested positive for COVID-19. #mufc's Harry Maguire and Dean Henderson shared the pitch with him #mulive [telegraph]","[{'text': 'mufc', 'indices': [121, 126]}]"
WendyWendlandt,Senior VP and Political Director @tpinnetwork ** Acting President @envam.  Oregon native. Tweets are my own #fossilfuelfree #actonclimate #organize,"Los Angeles, CA",1820,925,6140,2012-06-27 19:06:04,2020-11-13 15:51:33,0,Super-spreading wedding party demonstrates COVID-19 risk posed by holiday gatherings https://t.co/F8DccUb3JP #InfectiousDiseases #covid #SuperSpreaderEvents @matthewwell @uspirg,"[{'text': 'InfectiousDiseases', 'indices': [109, 128]}, {'text': 'covid', 'indices': [129, 135]}, {'text': 'SuperSpreaderEvents', 'indices': [136, 156]}]"
MyNameIsDaN15,Poker Room Manager Downstream Casino and Resort/ Saracen Casino Resort. Dog/cat dad married 14 years. Thoughts and opinions are my own,"Joplin, MO",339,346,6765,2018-04-23 22:01:15,2020-11-13 15:51:33,1,#FridayVibes #FridayFeeling #FridayMotivation #FridayThoughts #COVID19 Sucks.... @MyNameIsDaN15 @Lilly_East89 @ashleycar84 https://t.co/eQJit4WIN1,"[{'text': 'FridayVibes', 'indices': [14, 26]}, {'text': 'FridayFeeling', 'indices': [27, 41]}, {'text': 'FridayMotivation', 'indices': [42, 59]}, {'text': 'FridayThoughts', 'indices': [60, 75]}, {'text': 'COVID19', 'indices': [76, 84]}]"
sammynick,"divorced mom of a great young man; un-shackled spirit and no time for fuckery. alt acct: @thatssammyifyo1, just in case. 😉 wysiwyg. #Resist #FBR #FuckTrump","Illinois, USA",3544,3404,113183,2009-06-25 10:47:27,2020-11-13 15:51:33,3281,"BREAKING—Our entire country, from coronavirus pandemic. Another new all-time record 150,000 cases today. Thanksgiving holidays are coming w/ risky indoor gatherings. 

Try to keep outdoors. But if you must indoors—you must mask!! Premium masks if possible. 

#COVID19 is airborne. https://t.co/qhz8cs0grH",[]
JesseOSheaMD,Tracking the White House Outbreak(s) | Co-run @CovidWH | Infectious Disease @Emory | Epi @LSHTM | Econ LSE | Medicine @Yale. Be compassionate. Opinions=own,"Atlanta, GA",2176,5614,719,2019-10-04 18:12:51,2020-11-13 15:51:32,100,"A brief update on our work with the sequencing of the White House #COVID19 outbreak. Since posting on Nov 1, groups from all over the US have shared an additional 2798 #SARSCOV2 viral genomes via @gisaid and additional connections have emerged. 1/9
https://t.co/X3ihbfQMPv","[{'text': 'COVID19', 'indices': [77, 85]}]"
gfriedma,"Professor of Economics at the University of Massachusetts at Amherst.  Writer on economic history, labor history, alternative economic theories.",,2015,3166,45044,2012-07-12 02:36:09,2020-11-13 15:51:32,0,Lockdowns Considered as U.S. Virus Cases Shatter Records Daily https://t.co/m6Jhk7Vdja,[]
TheLibertyLamp,"Cranky Antifa Yenta. #Bernie2020 She/Her Seitan is a type of Vegan food, so if you’re a religious crazy, just chill out",In Your Head,2026,2653,168775,2009-10-12 19:58:13,2020-11-13 15:51:32,2,Trump is a covid-19 super spreader black hole https://t.co/wvFypT0G7V,[]
Slabodkin,Senior Editor @MedTechDive,,2013,2285,4691,2009-08-20 20:02:15,2020-11-13 15:51:32,0,"JAMA Viewpoint: Need for more, better #COVID19testing https://t.co/Zszm6UxVL7 #coronavirus #covidusa #COVID19US #coronavirustesting #coronavirustests #COVID19tests #COVID19 #COVID19USA #coronavirususa","[{'text': 'COVID19testing', 'indices': [38, 53]}, {'text': 'coronavirus', 'indices': [78, 90]}, {'text': 'covidusa', 'indices': [91, 100]}, {'text': 'COVID19US', 'indices': [101, 111]}, {'text': 'coronavirustesting', 'indices': [112, 131]}, {'text': 'coronavirustests', 'indices': [132, 149]}, {'text': 'COVID19tests', 'indices': [150, 163]}, {'text': 'COVID19', 'indices': [164, 172]}, {'text': 'COVID19USA', 'indices': [173, 184]}, {'text': 'coronavirususa', 'indices': [185, 200]}]"
earlforagirl,"Small business owner. UCLA Alum. Capitalism, The Dodgers and Thomas Sowell make the world go 'round.",USA,348,329,14408,2018-09-28 02:27:02,2020-11-13 15:51:32,320,"Growth rate in cases is dependent on the number of tests done/processed – which is inconsistent. If we want to know when the curve is flattening, best numbers to follow are hospital admissions – specifically ICU – and the number of COVID-19-related deaths. https://t.co/b76hmpjGg4",[]
Truthpullin,Truth unveiled,,392,913,34791,2018-03-31 12:32:30,2020-11-13 15:51:32,1,"@JeanAisling What's interesting: these were techniques used by China &amp; N. Korea (Once again). Whether Covid-19 or Flu vaccine deaths, none is based on science, &amp; confused &amp; misinformed people just do as they are told, they are not thinking. Fear &amp; anxiety is powerful. https://t.co/A80OysVx1G",[]
LaylaFanucci,Layla Fanucci is an International Artist and author most famous for her unique cityscapes paintings.,"St Helena, California",551,382,95072,2011-11-16 12:59:30,2020-11-13 15:51:32,0,"@realDonaldTrump @ChanelRion @OANN Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
420AttyChicago,"Criminal Defense Attorney, Bar Exam Abolitionist, Culinary Assassin, Cannabis Law (she/her/hers/That Bitch)",Chicago,1028,1301,24389,2019-12-05 13:35:18,2020-11-13 15:51:32,1334,"📍DON’T CHASE SWEDISH HERD STRATEGY. As many know, 🇸🇪 took the careless “herd” strategy in spring to let the coronavirus run rampant. Huge #COVID19 deaths compared to its Nordic neighbors. But Swedish leaders claim they built herd &amp; will win in 2nd wave. Here is how it’s going: https://t.co/6Ofmn7eGZV",[]
RTuckerMiller,"Renaissance hillbilly. Nonpartisan. Hates partisan politics. Likes civics, economics, & history. RTs =/= endorsement. Married to @ashlynh13",Appalachia,575,237,16540,2011-08-25 20:15:30,2020-11-13 15:51:32,1357,"Pfizer vaccine sounds worse than covid for many young people—causing days of headache, fever &amp; muscle aches after 1st injection

Oh, and you have to get the injection twice.

And you still have to wear masks.

And we don’t know the long term side effects.

https://t.co/qMvhLO1aD7",[]
CourtWatchMA,Community volunteers supporting neighbors + shifting power dynamics in #MA courts by exposing decisions of judges & prosecutors. @justicehealing @massbailfund,,177,4606,14727,2018-02-27 16:06:18,2020-11-13 15:51:32,1,"Hey @ACLU_Mass @CPCSnews @MassCrimDefense - it seems pretty clear that DOC is misleading the Special Master and someone should call them on it.

Is the Special Master aware of the dramatically different numbers in the daily staff testing reports?
https://t.co/5EGorpZqwv https://t.co/7Mb6V4e5sB",[]
maglavin2,Passionate about our democracy.,United States,1018,605,119076,2017-02-10 03:45:26,2020-11-13 15:51:32,109,"I really worry about President Biden and his aides having to occupy the White House, which is a covid-19 hot zone. The Secret Service deserves hazardous duty pay for staying at their posts. https://t.co/RMtBEWHvU8",[]
AnemosNaftilos,Journalism - Social Media - Old Media anemosnaftilos@gmail.com,Greece,9988,28058,112144,2008-05-21 13:04:57,2020-11-13 15:51:32,1,"1 in 5 COVID-19 patients were diagnosed with psychiatric disorders within 90 days, study finds

 https://t.co/KrZc9nAvD1",[]
Jay__Sterling,||God is the greatest || 𝕭𝖊 𝕬𝖉𝖛𝖎𝖘𝖊𝖉 𝕼𝖚𝖔𝖙𝖊𝖘📝|| Liverpool ❤️ || DM for Promo||,,3256,7627,48035,2017-11-23 22:03:39,2020-11-13 15:51:32,15,"Liverpool’s Mohamed Salah has tested positive for COVID-19 while on international duty, the Egyptian FA has confirmed 
#SportsNet https://t.co/4yHOiJ308i",[]
leehoffman52,,,34,5,1275,2015-07-24 11:10:03,2020-11-13 15:51:32,0,"More than 130 Secret Service officers are said to be infected with coronavirus or quarantining in wake of Trump’s campaign travel https://t.co/ptoDYovb2T DYING IN THE LINE OF DUTY, DUE TO COVID 19.  IS THAT QUALIFIED AS DYING IN LINE OF DUTY?  PLAYING USHERS AT RALLIES, ASHAME.",[]
irene_ashker,Retired (Maj) USAF Flight Nurse. Loving life and living the dream! AZ Cardinals Fan 4-EVER! No DMs PLZ,,8376,7940,64276,2015-06-26 01:30:23,2020-11-13 15:51:32,379,"""Meanwhile, the Strategic National Stockpile, the U.S. emergency reserve, has only 115 million N95 masks, far short of the 300 million the administration had hoped to amass by winter...""

https://t.co/N84S6cZMwg",[]
hosp_r,Hospital Provincial Docente Gineco-Obstétrico ubicado en el Barrio de Versalles.Matanzas. Cuba,Cuba,239,387,6203,2019-03-28 13:11:04,2020-11-13 15:51:31,213,"Recovery time. The government visited the provinces hit by tropical storm Eta. 
#SomosCuba #SomosContinuidad
https://t.co/ERAaRutXUe","[{'text': 'SomosCuba', 'indices': [96, 106]}, {'text': 'SomosContinuidad', 'indices': [107, 124]}]"
WhosMel_,ig:whosmel_ sc:whosmel,"El Paso, TX",471,1037,24997,2011-06-10 04:18:15,2020-11-13 15:51:31,1,Do people in El Paso not realize that 1/10 of our population has been infected by the Covid-19? No one is telling you all to not make your money and not go to the gym. We’re saying do it safely and if you’re not going to help do it safely then don’t complain when things close.,[]
WhyMaxSo_iLL,"Don't worry, it only gets worse from here.",Your Crushes Heart ,275,359,101634,2012-04-01 20:18:03,2020-11-13 15:51:31,3699,"80 percent of those who died of Covid-19 in Texas county jails were never convicted of a crime, a new report finds  https://t.co/EjLpTPPQ4E",[]
themastarata,"Ardent student of horse racing form since Rhyme 'n' Reason won 1988 Grand National
Grew up with Superform's Eye-Catchers & Fast Timers
Now I track my own...","Somerset, UK",1787,616,3952,2011-09-02 21:01:29,2020-11-13 15:51:31,9,"The cat is out of the bag. This is not normal &amp; thankfully the public caught wind of this.

Let me repeat this again - you are NOT an #antivaxxer if you are concerned about this from #MHRA or not consenting to an experimental mRNA #vaccine. 

#thursdayvibes #Britain #covid19 https://t.co/1RDEuxY41o",[]
Sp00The,Lifetime Banned from Twitter multiple times...,,17,1,240,2020-11-01 17:41:03,2020-11-13 15:51:31,0,@FLOTUS @ArlingtonNatl Please be sure to file your civil cases against trump early for the wrongful death of loved ones you lost to Covid-19. https://t.co/zA5hizRw20,[]
LuksiChito,"I may not be everybody’s cup of tea, but I am someone’s shot of whiskey.",Chahta Nation,287,42,9555,2020-10-02 03:25:54,2020-11-13 15:51:31,15,The price of oil fell as new coronavirus infections in the U.S and elsewhere reached record levels and the tightening of restrictions dampened hopes for a near-term recovery in the global economy https://t.co/CmwOwDFpFJ https://t.co/LmeVyLbaes,[]
merehut,"Colorado native who loves my family, music, ukulele, photography, hiking, life in the country. Lifelong Dem.",Colorado,4948,3578,149177,2008-09-04 16:36:58,2020-11-13 15:51:31,0,"Nothing says respect ""law &amp; order"" like knowingly inflicting a deadly virus on your security team &amp; your cult members. #COVID19 #TrumpIsPathetic #TrumpDeathToll247K https://t.co/3O4Mb95nEH","[{'text': 'COVID19', 'indices': [127, 135]}, {'text': 'TrumpIsPathetic', 'indices': [136, 152]}, {'text': 'TrumpDeathToll247K', 'indices': [153, 172]}]"
_donnytsang,Photographer LA/NY,,154,20,209,2020-03-31 22:28:20,2020-11-13 15:51:31,803,"Please, don't travel for the Holidays. We are at the very beginning of a gargantuan surge in #COVID19 in the U.S. https://t.co/RXzJOlEIPn","[{'text': 'COVID19', 'indices': [113, 121]}]"
Em_Lickspittle,We are all One. Things will never be the same again. Golden Age or an End? The Choice is Ours. Keep Loving.,,445,165,8339,2020-03-29 11:20:17,2020-11-13 15:51:31,39,"For a beautiful visual representation of why I am constantly infuriated by the use of massive age bins when reporting COVID-19 data for children

ESPECIALLY 10 - 19yrs

Take a look at Scotland's recent case numbers, splitting these bins differently (0-4, 5-14, 15-19) https://t.co/aVpA8RsdLx",[]
regluvsjesus,God-Family-Country-Supporter of our Constitution-Truth Seeker-Conservative-Liberty Justice Freedom-Jesus Follower-Supports/Friend of Israel.,,1385,595,7248,2013-03-15 20:00:05,2020-11-13 15:51:31,1223,"I have tested positive for COVID-19. I am feeling strong, following proper protocols, working from home in Alaska, and ask for privacy at this time. May God Bless Alaska.",[]
Lesjenks,A healthy dose of sarcasm and coffee to get through another day of madness,,154,55,2484,2015-09-25 19:57:37,2020-11-13 15:51:31,118,Anyone in Ontario who would want to vote for Doug Ford again is nuts.  His term as Premier has been one giant clusterfuck.  His mishandling of the COVID-19 issue will result in a great many deaths which could have been avoided.,[]
leni_las,"Working with smallbiz, government, organizations & agencies in digital tech capacities since 1992. Techie-Geek before it was cool. Into advocacy & activism.","Guelph, Ontario",1207,805,11096,2013-06-14 22:59:21,2020-11-13 15:51:31,1,Leaving this here. Please amplify #onpoli #COVID19 https://t.co/k1xhHBwg6F,"[{'text': 'onpoli', 'indices': [34, 41]}, {'text': 'COVID19', 'indices': [42, 50]}]"
kevinleeinsley,Nicole insley,,778,125,34749,2016-01-06 16:22:41,2020-11-13 15:51:31,32,Stay home they said. Work from home they said. Now look at what they say. #COVID19 https://t.co/LzkAGkNPz6,"[{'text': 'COVID19', 'indices': [94, 102]}]"
barni_Hally,"If I know to much, I am indispensable. but if I know too little I am disposable. Engineer/Enthusiast/ A&R lizmonn","Koforidua, Ghana",892,1408,20801,2015-06-10 18:59:44,2020-11-13 15:51:31,5,2020 came with loads of deaths #Gidigidi please let’s do well to practice social distancing and use face masks 🎭 as we beat this virus 🦠 #COVID19 really worried 😟,"[{'text': 'Gidigidi', 'indices': [52, 61]}]"
bashilovski,"A Philanthropist. 
Ex Manutd Fan 2003/2013 #NBA",Abuja,268,343,22253,2013-07-20 13:53:41,2020-11-13 15:51:30,156,Breaking: The Egyptian FA has confirmed Mohamed Salah has tested positive for COVID-19. https://t.co/frfhHc9NzS,[]
ScottGrondin63,,,30,32,3161,2013-10-08 13:54:26,2020-11-13 15:51:30,3934,A small wedding in Maine: 177 infected with COVID. 7 dead. https://t.co/uec45VbUhv,[]
KHL_IRN,The only magazine for the global construction equipment rental sector.,,2615,4698,9380,2009-05-20 09:21:58,2020-11-13 15:51:30,0,"#Mills reports positive third quarter 📈

The improving economic environment, combined with actions taken by Mills to mitigate the impact of Covid-19 lead to this result.

https://t.co/vt9Yxt4DgZ https://t.co/dWNH9tFmGC","[{'text': 'Mills', 'indices': [0, 6]}]"
TaheriShahrad,"Professor of Medicine. Endocrinologist with interest in obesity, diabetes, and sleep. Tweets are my own views.","London, England",560,376,812,2015-12-29 08:02:43,2020-11-13 15:51:30,3,Thanks to our expert faculty and all who joined our  #EASOCOMs clinical webinar on VLCKD. Great questions and interesting debate too about the use of VLCKD during #COVID19! We have recorded the webinar. https://t.co/DfMqj3p9HP,"[{'text': 'EASOCOMs', 'indices': [70, 79]}]"
Soriano310ms,you may have won this round but I’ll get you next time gadget,los angles,2087,520,172866,2009-05-05 01:31:26,2020-11-13 15:51:30,1,Wall Street gained on Friday as Disney and Cisco's upbeat results brought the focus back to corporate earnings at the end of a volatile trading week that saw record surges in #COVID19 cases and increased hopes of a working vaccine. https://t.co/HEMXM30h6q,[]
AaronBeers2,,,169,18,1257,2016-07-04 01:51:09,2020-11-13 15:51:30,20916,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
shelly18764867,,I ❤️Texas 😷,13146,11030,62432,2014-09-08 15:14:08,2020-11-13 15:51:30,252,"WASHINGTON -- DAHN TRAN, 34, of Vancouver died of COVID-19 on July 7. He had plans to marry his fiancé in August. He had no underlying conditions, according to health officials.

“He was one of the most genuine, caring, real guys out there.”

https://t.co/bJj3RF1JBL https://t.co/UhyfzDlxkI",[]
DocTodd13,"Provost, Beatlemaniac, and frustrated ice hockey wannabe.","Utica, NY",138,57,262,2020-03-06 19:24:36,2020-11-13 15:51:30,1,"One test at a time, UC student and National Guardsman Bryce Berie ’22 is helping combat COVID-19.

READ ABOUT BRYCE: https://t.co/yylkA1bxAJ https://t.co/EutLBKT4JR",[]
StuartBrowne8,,,14,0,23,2020-06-30 07:32:08,2020-11-13 15:51:30,0,@BandQ All I get is excuses if it’s not COVID-19 it’s IT issues. Give me my goods not poor excuses,[]
NicoleMTaher,"Palestinian. Supporter of @SurvivorCBS, @Buccaneers, @ArianaGrande, @TheWeeknd, XO, & @LanaDelRey. Probably stressing about something, or sitting in traffic. 👽","Tampa, FL",361,67,5206,2019-01-06 15:00:51,2020-11-13 15:51:30,20916,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
__valeriiiaa__,,,81,117,3012,2014-10-14 23:55:50,2020-11-13 15:51:29,20916,"Instead of fighting to defeat the COVID-19 pandemic that has killed over 242,000 Americans, the Trump administration is spending its final days in office fighting a bogus voter ""fraud"" problem that does not exist. Pathetic. The Biden-Harris Administration cannot come soon enough.",[]
BHealthierToday,Activated and Proud Never Trumper. Biden-Harris 2020,"Los Angeles, CA",339,82,7274,2011-11-22 20:13:19,2020-11-13 15:51:29,0,This is selfish and shameful #COVID19 #Trump https://t.co/wwfiMRpiWp,"[{'text': 'COVID19', 'indices': [29, 37]}, {'text': 'Trump', 'indices': [38, 44]}]"
meme1964hall,,,1952,336,76574,2012-04-13 06:17:56,2020-11-13 15:51:29,62,"[from my inbox today]
#WorldKindnessDay 
#WearAMask 
#COVID19 https://t.co/CsjsvJw1NI","[{'text': 'WorldKindnessDay', 'indices': [38, 55]}, {'text': 'WearAMask', 'indices': [57, 67]}, {'text': 'COVID19', 'indices': [69, 77]}]"
GoodKnightSweet,"I like college football, domesticated fur creatures, hard rock, food, and sarcasm (not necessarily in that order). 
ReTweets a lot. A. Lot. Go UCF Knights!",Planet Earth,653,238,36687,2008-12-23 01:20:31,2020-11-13 15:51:29,14,"Daily #COVID19 data trends for November 13, 2020:
📈 U.S. new cases: 153,496
🧪 U.S. positivity ratio: 9.06%
🇺🇸 New cases rising: Illinois, California, Wisconsin

Learn more at https://t.co/n8n4ubOYaR https://t.co/oOBYVposGF","[{'text': 'COVID19', 'indices': [24, 32]}]"
DonnaCh18358576,,,458,125,14107,2016-07-26 01:54:13,2020-11-13 15:51:29,5130,"Rand Paul is telling people that if they already had COVID-19, they are immune. THAT IS A LIE.

He should have his medical license revoked, and he should be censured by the Senate. And call his neighbor.",[]
YouCanFoolMost,"Seeking information. Hope you are, too. Life is about constant improvement.","Boise, ID",217,829,43857,2018-04-09 11:27:56,2020-11-13 15:51:29,1,"Justice Alito: COVID-19 Pandemic Has Been a ‘Constitutional Stress Test’
 https://t.co/u2SgtrRdP5
 
Download our app to read more for free at https://t.co/j3mKZOsH7R",[]
PIBChandigarh,"Official Twitter account of Press Information Bureau, Chandigarh, Government of India","Chandigarh, India",98,7357,28261,2012-04-30 12:44:13,2020-11-13 15:51:29,5,"India’s active caseload drops below 4.85 lakhs, daily new recoveries continue to outnumber daily new cases

Gap between recovered cases &amp; active cases continues to grow and presently stands at 76,31,033

More updates in PIB's daily #COVID19 bulletin

Read: https://t.co/tSV0Wonn8e https://t.co/4bTs6cE0Xh",[]
YouCanFoolMost,"Seeking information. Hope you are, too. Life is about constant improvement.","Boise, ID",217,829,43857,2018-04-09 11:27:56,2020-11-13 15:51:29,1,Let’s Cruise! Viking Star Is The First Cruise Ship To Have Its Own COVID-19 Testing Lab @touristmtravel https://t.co/zO4MynXD9V,[]
jetjocko,Senior Correspondent/Wired. Full Spectrum: How the Science of Color Made Us Modern  https://t.co/3V0Uu8tOmq adam_rogers@wired.com,California,1045,17508,33754,2009-01-13 21:57:35,2020-11-13 15:51:29,4,"Twisted Tale of #Hydroxychloroquine https://t.co/OqSmgCRNjZ by @jetjocko via @wired 

""...grifters, power-seekers, &amp; fantasists will push their own versions of truth while scientists &amp; policymakers grapple with the lumbering process and nuanced outcomes of the scientific method.""","[{'text': 'Hydroxychloroquine', 'indices': [34, 53]}]"
koula84,"Not a Bot/Pas un robot.
Nouvelles techno, agriculture, retrogaming, cinéma...etc",,1950,453,148930,2014-06-11 10:32:25,2020-11-13 15:51:29,57,Elon Musk says he tested positive for Covid-19 https://t.co/OClJ9EKPnO https://t.co/6GmitbzZHH,[]
IonisDisrupts,Doesn’t suffer fools well. Love the company of animals sometimes people. #ElectTrump for #Prison2020... #vaccinateYourKids #science over #YouTube,"New York, USA",4999,1284,29472,2013-06-25 12:32:33,2020-11-13 15:51:29,1204,"“Only 55 people attended the Aug. 7 reception at the Big Moose Inn. But 1 of those guests arrived w/ a coronavirus infection. Over the next 38 days, the virus spread to 176 other people. 7 of them died. 

None who lost their lives had attended the party.” https://t.co/dmebCTkB7p",[]
Praiz_jr,"Real Madrid fanboy/
footballer for @TheGunsfc_ / business page @Wear_leon_ | IG - @Leondlabel |","Lagos, Nigeria",1482,2781,332011,2014-02-08 11:51:36,2020-11-13 15:51:29,887,"#LFC forward Mohamed Salah has tested positive for Covid-19, the Egyptian FA has confirmed.","[{'text': 'LFC', 'indices': [19, 23]}]"
